star_id,tmass_id,tmass_distance,tmass_angle,ra,dec,start_time,end_time,jmag,hmag,kmag,lcfilter,npts
XO-DR1_2196,2MASS J15542628+3042056,1.069391,58.320915,238.6092,30.7014,2453084.12,2453528.08,11.319,11.006,10.934,W (XO),426
XO-DR1_2197,2MASS J15503856+3127506,8.785201,138.972916,237.6588,31.4659,2453084.12,2453528.05,11.968,11.672,11.622,W (XO),288
XO-DR1_2199,2MASS J15491295+2817245,5.608674,-93.495476,237.3057,28.2903,2453119,2453526.88,11.45,11.122,11.112,W (XO),159
XO-DR1_219,2MASS J16102548+3317581,3.964732,94.269638,242.6049,33.2996,2453080.14,2453566.05,14.562,9.9,9.76,W (XO),3444
XO-DR1_21,2MASS J16092829+2950589,3.018865,21.541523,242.3675,29.8489,2453080.14,2453566.05,5.667,4.994,4.796,W (XO),3431
XO-DR1_2200,2MASS J15562381+3211311,2.208182,168.94368,239.0991,32.1926,2453084.12,2453528.06,10.867,10.392,10.29,W (XO),386
XO-DR1_2201,2MASS J16074512+3038483,0.68394,-42.083202,241.9382,30.6466,2453084.12,2453528.06,11.433,11.187,11.131,W (XO),330
XO-DR1_2202,2MASS J16094078+3001008,1.981368,-65.412796,242.4205,30.0167,2453084.12,2453528.05,10.585,10.043,9.894,W (XO),292
XO-DR1_2203,2MASS J16021849+3309165,3.826225,87.195305,240.5758,33.1546,2453118.97,2453528.85,11.574,11.257,11.201,W (XO),165
XO-DR1_2204,2MASS J16031202+3254273,3.267267,70.496674,240.7991,32.9073,2453084.12,2453528.06,11.222,10.901,10.787,W (XO),353
XO-DR1_2205,2MASS J15514378+3001234,1.946077,10.800792,237.9323,30.0227,2453119,2453527.94,11.466,11.192,11.113,W (XO),253
XO-DR1_2206,2MASS J15593193+2918216,3.31085,35.470451,239.8825,29.3053,2453084.12,2453528.04,11.481,11.141,11.082,W (XO),320
XO-DR1_2207,2MASS J16005095+3350280,15.346968,-55.541477,240.2165,33.8387,2453084.12,2453528.04,12.033,11.672,11.62,W (XO),285
XO-DR1_2209,2MASS J15592285+3323505,1.006837,67.7276,239.8449,33.3973,2453086.13,2453564.01,10.949,10.486,10.369,W (XO),303
XO-DR1_220,2MASS J16041826+3225150,2.679888,87.459,241.0752,32.4208,2453080.14,2453566.05,8.884,8.639,8.574,W (XO),3432
XO-DR1_2212,2MASS J15552423+3016247,0.252165,108.305756,238.8509,30.2736,2453084.14,2453528.06,11.193,10.852,10.73,W (XO),260
XO-DR1_2214,2MASS J16114648+2748143,13.783248,124.198486,242.9401,27.8061,2453084.13,2453526.08,11.39,11.1,10.862,W (XO),197
XO-DR1_2215,2MASS J15483772+3232317,2.791814,-143.824753,237.1577,32.5428,2453118.97,2453528.84,10.914,10.438,10.296,W (XO),171
XO-DR1_2216,2MASS J16091134+2920201,1.79155,47.219566,242.2968,29.3386,2453084.12,2453528.04,11.343,11.045,10.996,W (XO),264
XO-DR1_2219,2MASS J15511478+3043038,18.390703,176.149918,237.8112,30.7228,2453084.12,2453528.07,10.716,10.135,10.03,W (XO),325
XO-DR1_221,2MASS J16115800+3126212,3.849186,-125.440605,242.9927,31.4398,2453080.14,2453566.05,8.978,8.665,8.638,W (XO),3441
XO-DR1_2220,2MASS J16080926+3336356,10.163775,37.527798,242.0365,33.6077,2453084.13,2453528.07,11.726,11.53,11.484,W (XO),258
XO-DR1_2221,2MASS J15484088+3133394,1.929994,150.585739,237.1701,31.5614,2453084.12,2453528.04,11.243,10.885,10.804,W (XO),254
XO-DR1_2222,2MASS J15483876+3003035,4.334591,52.258259,237.1604,30.0503,2453119.01,2453527.88,11.463,11.109,11.051,W (XO),185
XO-DR1_2223,2MASS J15504209+2744007,9.176189,-120.978394,237.6779,27.7349,2453118.97,2453528.88,11.519,11.238,11.201,W (XO),174
XO-DR1_2224,2MASS J15520749+3026195,6.149181,118.383682,238.0295,30.4396,2453118.97,2453528.85,13.515,13.18,13.088,W (XO),190
XO-DR1_2225,2MASS J15523523+3339291,7.460347,-54.070435,238.1488,33.6569,2453084.12,2453564,11.224,10.935,10.856,W (XO),453
XO-DR1_2227,2MASS J16150442+3332364,9.730433,-9.979661,243.769,33.5408,2453084.12,2453564.01,11.122,10.681,10.622,W (XO),442
XO-DR1_2228,2MASS J15565412+3207080,2.529757,156.41272,239.2252,32.1195,2453118.96,2453528.87,11.316,11.001,10.956,W (XO),246
XO-DR1_2229,2MASS J15521584+3132060,1.596727,170.152451,238.0659,31.5355,2453084.12,2453528.04,11.504,11.2,11.18,W (XO),195
XO-DR1_222,2MASS J16004196+2933403,2.521382,63.088615,240.1741,29.5609,2453080.14,2453566.05,9.341,9.189,9.17,W (XO),3426
XO-DR1_2230,2MASS J15540820+3308440,6.519018,138.679565,238.5328,33.1469,2453084.12,2453528.06,11.677,11.343,11.274,W (XO),279
XO-DR1_2236,,,,238.8301,33.7622,2453084.13,2453528.07,,,,W (XO),238
XO-DR1_2237,2MASS J15433951+3325236,6.317101,-86.27449,235.9168,33.4231,2453139.84,2453527.72,11.526,11.267,11.215,W (XO),84
XO-DR1_2238,2MASS J15495669+3328475,7.63448,-76.862061,237.4887,33.4794,2453118.97,2453528.85,10.678,10.136,9.945,W (XO),227
XO-DR1_2239,2MASS J16041732+3239320,4.511254,28.140184,241.0715,32.6578,2453084.12,2453528.05,11.836,11.534,11.49,W (XO),280
XO-DR1_223,2MASS J15481684+3323064,6.198348,-88.202156,237.0722,33.3851,2453080.14,2453566.05,9.364,9.241,9.187,W (XO),3433
XO-DR1_2240,,,,236.5489,29.4332,2453120.06,2453522.92,,,,W (XO),133
XO-DR1_2241,2MASS J16112696+3415016,10.520048,-94.159309,242.8659,34.2507,2453119.02,2453527.94,16.72,16.183,17.056,W (XO),184
XO-DR1_2242,2MASS J15433886+2817327,9.208381,-107.918587,235.9147,28.2932,2453119.99,2453527.86,11.127,10.656,10.554,W (XO),102
XO-DR1_2243,2MASS J16023348+3107067,1.349818,93.822952,240.6391,31.1186,2453084.12,2453528.04,11.357,11.034,10.964,W (XO),272
XO-DR1_2244,2MASS J15482504+2854109,2.302015,-91.971451,237.1051,28.9031,2453084.12,2453528.05,11.266,10.94,10.868,W (XO),288
XO-DR1_2245,2MASS J16090888+3400397,18.388268,-140.722626,242.2909,34.015,2453084.12,2453528.05,16.835,15.545,15.302,W (XO),240
XO-DR1_2248,2MASS J15583420+3041401,1.699618,55.412827,239.6421,30.6942,2453084.12,2453528.04,11.781,11.532,11.516,W (XO),261
XO-DR1_2249,2MASS J15451337+3119234,8.513296,60.651951,236.3033,31.322,2453124.01,2453522.88,11.342,10.916,10.843,W (XO),99
XO-DR1_224,2MASS J16124591+2729063,14.63944,134.454712,243.188,27.4879,2453080.14,2453566.04,9.081,8.84,8.778,W (XO),2747
XO-DR1_2250,2MASS J15512889+3318091,5.440318,-86.129326,237.8722,33.3024,2453084.12,2453528.04,10.906,10.457,10.348,W (XO),266
XO-DR1_2251,2MASS J15544521+3117187,12.405842,-174.821121,238.6887,31.292,2453119.01,2453526.88,11.518,11.063,10.971,W (XO),183
XO-DR1_2253,2MASS J15554850+2748492,5.054137,-134.042328,238.9532,27.8147,2453084.12,2453528.01,11.336,11.016,10.931,W (XO),253
XO-DR1_2255,2MASS J16001788+3321561,4.173851,17.783987,240.0741,33.3645,2453081.13,2453564.04,10.822,10.318,10.184,W (XO),835
XO-DR1_2256,2MASS J15495049+3154271,2.768708,138.611191,237.4598,31.9081,2453118.96,2453528.84,11.431,11.126,11.105,W (XO),226
XO-DR1_2257,2MASS J15432159+3222236,14.434114,106.577003,235.8354,32.3744,2453119.01,2453522.88,11.504,11.03,10.903,W (XO),97
XO-DR1_2258,2MASS J15470432+3004512,4.693086,45.851719,236.7669,30.08,2453119,2453522.9,11.519,11.234,11.151,W (XO),132
XO-DR1_2259,2MASS J16012368+2805181,5.679204,96.405113,240.3469,28.0885,2453118.97,2453528.88,11.568,11.235,11.222,W (XO),242
XO-DR1_225,2MASS J16054435+3311373,17.372663,142.469467,241.4313,33.1975,2453080.14,2453566.05,9.04,8.441,8.309,W (XO),3435
XO-DR1_2260,2MASS J16121053+2933183,16.694807,-147.403229,243.0468,29.559,2453084.12,2453528.06,12.422,12.071,11.986,W (XO),248
XO-DR1_2261,2MASS J16025931+3352555,8.944064,31.822588,240.7456,33.88,2453086.12,2453528.04,11.518,11.215,11.195,W (XO),240
XO-DR1_2262,2MASS J16014317+3354404,5.500165,14.373338,240.4294,33.9098,2453118.97,2453527.85,11.664,11.362,11.307,W (XO),165
XO-DR1_2263,2MASS J16080974+2841593,6.879194,129.209778,242.0389,28.701,2453119,2453525.95,11.695,11.509,11.448,W (XO),147
XO-DR1_2264,2MASS J15503632+3334176,5.574477,-50.352978,237.6528,33.5706,2453120.04,2453527.9,11.501,11.199,11.153,W (XO),152
XO-DR1_2265,2MASS J16063862+2819350,2.677197,-99.598221,241.6618,28.3265,2453118.99,2453528.87,14.392,13.945,13.85,W (XO),244
XO-DR1_2267,2MASS J16022023+3207124,1.140047,-84.200371,240.5847,32.1201,2453118.97,2453528.89,11.742,11.477,11.435,W (XO),189
XO-DR1_2268,2MASS J15475456+3347132,9.282233,-63.858105,236.9801,33.7859,2453118.96,2453528.82,11.473,11.187,11.079,W (XO),168
XO-DR1_2270,2MASS J16010182+2736515,8.33083,141.857056,240.256,27.6162,2453119,2453526.88,11.149,10.721,10.633,W (XO),150
XO-DR1_2272,2MASS J16001985+3034153,5.925644,120.806519,240.0811,30.5718,2453084.12,2453527.97,11.603,11.251,11.204,W (XO),255
XO-DR1_2273,2MASS J15524346+3400056,9.289468,-46.291954,238.1833,33.9998,2453118.96,2453528.87,11.286,10.968,10.873,W (XO),245
XO-DR1_2275,2MASS J15560952+3235230,0.167391,-157.633942,239.0397,32.5898,2453118.97,2453527.85,11.23,10.884,10.852,W (XO),198
XO-DR1_2276,2MASS J15563390+3136004,2.818617,143.947723,239.1407,31.6008,2453084.12,2453528.06,11.325,10.94,10.813,W (XO),284
XO-DR1_2277,2MASS J16145656+3030306,14.607261,-84.639252,243.7404,30.5081,2453119.02,2453525.97,11.492,11.2,11.137,W (XO),182
XO-DR1_2278,2MASS J15574753+3332148,4.095852,-28.485308,239.4487,33.5365,2453119.01,2453526.88,11.46,11.092,11.058,W (XO),167
XO-DR1_2279,2MASS J15470296+2842112,3.254983,-70.218224,236.7633,28.7028,2453118.99,2453528.87,11.557,11.284,11.259,W (XO),177
XO-DR1_227,2MASS J16120631+3222290,4.164255,-68.123627,243.0276,32.3743,2453080.14,2453566.05,7.966,7.324,7.217,W (XO),3445
XO-DR1_2280,2MASS J16005847+3418543,11.032585,9.337317,240.243,34.3121,2453084.12,2453532.97,11.89,11.759,11.679,W (XO),913
XO-DR1_2281,2MASS J15524411+2942147,1.760147,31.248123,238.1835,29.7037,2453119,2453527.88,11.297,10.975,10.915,W (XO),192
XO-DR1_2283,2MASS J16013500+3357335,14.939037,24.40255,240.3938,33.9555,2453127.09,2453522.97,11.757,11.47,11.427,W (XO),113
XO-DR1_2284,2MASS J15442344+3045333,8.982504,116.56797,236.0951,30.7604,2453119.01,2453522.89,11.43,11.06,10.963,W (XO),111
XO-DR1_2285,,,,236.7963,34.3396,2453119.99,2453523.86,,,,W (XO),125
XO-DR1_2288,2MASS J16122322+2835420,1.539078,144.029114,243.0965,28.5954,2453120.03,2453525.96,11.411,11.099,11.039,W (XO),133
XO-DR1_228,2MASS J15554480+3130568,1.60573,150.706436,238.9365,31.5162,2453080.14,2453566.05,8.242,7.689,7.562,W (XO),3426
XO-DR1_2290,2MASS J16113108+2734241,14.590211,121.605255,242.8756,27.5755,2453120.03,2453198.85,10.481,9.838,9.675,W (XO),74
XO-DR1_2291,2MASS J16003938+2920404,3.55849,71.600311,240.163,29.3443,2453119,2453525.94,10.741,10.214,10.081,W (XO),165
XO-DR1_2292,,,,241.5461,30.133,2453119,2453527.91,,,,W (XO),203
XO-DR1_2294,2MASS J15541651+2956482,1.557941,-20.633793,238.569,29.9463,2453119,2453522.9,10.822,10.297,10.196,W (XO),156
XO-DR1_2295,2MASS J16020099+2912400,1.348491,146.957962,240.5039,29.2114,2453084.14,2453528.05,11.106,10.615,10.566,W (XO),214
XO-DR1_2296,2MASS J15513441+3120532,3.923062,49.688156,237.8924,31.3474,2453084.12,2453523.07,11.314,10.788,10.679,W (XO),152
XO-DR1_2297,2MASS J16131045+3048186,7.9159,-92.292976,243.2961,30.8053,2453084.12,2453528.04,11.538,11.196,11.157,W (XO),208
XO-DR1_229,2MASS J16070598+3127595,0.121397,-146.171143,241.7749,31.4666,2453080.14,2453566.05,8.377,7.911,7.8,W (XO),3433
XO-DR1_22,2MASS J15532977+2928074,2.082154,-2.070369,238.3741,29.4682,2453080.14,2453566.05,6.341,5.846,5.692,W (XO),3289
XO-DR1_2300,2MASS J16064508+3309247,8.08544,31.106417,241.6865,33.155,2453118.97,2453528.85,11.616,11.371,11.277,W (XO),132
XO-DR1_2301,2MASS J16075433+3402308,14.655826,41.415028,241.9731,34.0388,2453084.12,2453199.96,11.701,11.455,11.421,W (XO),122
XO-DR1_2302,2MASS J16072564+3139106,1.648029,64.649757,241.8564,31.6528,2453120.04,2453522.93,11.49,11.232,11.174,W (XO),117
XO-DR1_2305,2MASS J16002511+2730235,8.011725,143.371445,240.1032,27.5083,2453119.99,2453528.87,11.059,10.638,10.543,W (XO),70
XO-DR1_2306,2MASS J16115742+3208182,6.07094,-8.692932,242.9896,32.1367,2453119.02,2453527.93,11.869,11.606,11.535,W (XO),135
XO-DR1_2307,2MASS J15541008+2743444,7.676304,-121.90609,238.5441,27.7301,2453119,2453527.88,11.44,11.052,10.978,W (XO),192
XO-DR1_2308,,,,236.7194,29.0249,2453139.85,2453198.72,,,,W (XO),44
XO-DR1_230,2MASS J15582791+3111381,1.452184,84.02346,239.6158,31.1939,2453080.14,2453566.05,9.079,8.863,8.818,W (XO),3279
XO-DR1_2310,2MASS J15494730+2834364,1.761827,-67.535873,237.4476,28.5766,2453119.99,2453200.82,11.086,10.719,10.567,W (XO),111
XO-DR1_2313,2MASS J15480241+3038196,3.108141,146.146332,237.0095,30.6395,2453119.99,2453523.83,11.626,11.379,11.341,W (XO),85
XO-DR1_2314,2MASS J15575986+3219123,5.810681,-99.089447,239.5013,32.3203,2453120.05,2453522.93,11.832,11.575,11.562,W (XO),106
XO-DR1_2317,,,,242.5763,34.1385,2453119.98,2453528.86,,,,W (XO),103
XO-DR1_2318,2MASS J15475628+3242186,13.186278,-147.231903,236.9869,32.7082,2453162.83,2453523.7,11.257,10.719,10.643,W (XO),74
XO-DR1_231,2MASS J16073065+3219441,2.030423,68.030556,241.8771,32.3287,2453080.14,2453566.05,8.796,8.463,8.373,W (XO),3435
XO-DR1_2320,2MASS J16023894+3256374,17.710457,-59.307468,240.6673,32.9412,2453120.03,2453522.97,14.108,13.534,13.349,W (XO),151
XO-DR1_2321,2MASS J16014764+2832535,4.348204,102.77079,240.4472,28.5485,2453163.85,2453199.67,11.592,11.346,11.284,W (XO),90
XO-DR1_2323,2MASS J16124416+2900143,2.197259,-96.774513,243.1847,29.0041,2453139.99,2453198.88,11.598,11.366,11.306,W (XO),36
XO-DR1_2324,2MASS J16140570+3030166,10.648409,-82.285782,243.5272,30.5042,2453120.03,2453522.9,10.879,10.358,10.251,W (XO),155
XO-DR1_2327,2MASS J15551868+2732497,7.578124,-117.653145,238.8299,27.5481,2453139.85,2453523.7,10.868,10.367,10.229,W (XO),51
XO-DR1_2328,2MASS J15575219+3003304,4.188296,4.99342,239.4674,30.0573,2453084.12,2453528.04,11.358,11.005,10.878,W (XO),204
XO-DR1_2329,2MASS J16065736+3407207,10.703111,26.830925,241.7374,34.1198,2453120.03,2453526.9,11.66,11.344,11.283,W (XO),131
XO-DR1_232,2MASS J15572063+2946300,2.294011,49.95293,239.3354,29.7746,2453080.14,2453566.05,8.391,7.921,7.852,W (XO),3425
XO-DR1_2330,2MASS J15591306+3240139,1.904385,41.694721,239.804,32.6702,2453120.03,2453522.97,11.336,10.998,10.92,W (XO),123
XO-DR1_2331,2MASS J16134814+3341325,9.026382,19.259512,243.4496,33.69,2453120.03,2453525.98,11.553,11.243,11.175,W (XO),125
XO-DR1_2333,,,,236.1208,34.1233,2453139.86,2453198.74,,,,W (XO),37
XO-DR1_2337,2MASS J16034801+3036389,3.020895,-44.550014,240.9507,30.6102,2453120.04,2453522.92,11.73,11.513,11.434,W (XO),124
XO-DR1_2339,2MASS J15560364+3322384,3.269172,-56.137012,239.0161,33.3768,2453120.03,2453522.9,11.387,11.077,11.02,W (XO),107
XO-DR1_2341,2MASS J16105775+3238220,2.961667,-52.396065,242.7414,32.639,2453084.12,2453528.05,11.402,11.075,10.97,W (XO),224
XO-DR1_2342,2MASS J15574430+3328499,3.143689,6.85705,239.4345,33.4797,2453139.87,2453523.74,11.861,11.679,11.637,W (XO),91
XO-DR1_2343,2MASS J16125522+3101059,10.578455,-88.790115,243.2335,31.0182,2453120.04,2453198.85,11.559,11.249,11.179,W (XO),71
XO-DR1_2345,2MASS J15571830+3123365,1.636678,115.678192,239.3258,31.3937,2453139.9,2453199.71,10.669,10.068,9.952,W (XO),78
XO-DR1_2348,2MASS J15564395+3106106,2.015719,146.702393,239.1828,31.1034,2453139.85,2453199.67,11.603,11.372,11.324,W (XO),101
XO-DR1_2349,2MASS J15435081+3137169,4.233654,136.708862,235.9608,31.6222,2453139.87,2453478.89,11.731,11.459,11.382,W (XO),24
XO-DR1_234,2MASS J16071749+3154129,0.883644,-22.361277,241.823,31.9034,2453080.14,2453566.05,7.951,7.316,7.163,W (XO),3435
XO-DR1_2351,2MASS J15594565+3332136,5.432998,17.286089,239.9397,33.5357,2453119.99,2453527.86,10.817,10.272,10.145,W (XO),124
XO-DR1_2352,2MASS J16121077+3156177,5.390622,-77.699173,243.0466,31.938,2453120.03,2453198.84,10.957,10.439,10.351,W (XO),64
XO-DR1_2354,2MASS J16023716+3416004,14.649065,21.730379,240.6531,34.263,2453084.12,2453528.05,11.391,11.076,11.034,W (XO),191
XO-DR1_2358,2MASS J15521852+3037269,2.068731,-130.735748,238.0777,30.6245,2453139.9,2453199.71,11.737,11.469,11.429,W (XO),60
XO-DR1_2359,2MASS J16095256+3040263,3.061997,-55.398335,242.4698,30.6735,2453120.04,2453199.88,11.383,11.021,10.938,W (XO),72
XO-DR1_235,2MASS J16132055+3234054,5.482227,-56.567802,243.3372,32.5673,2453080.14,2453566.05,8.423,7.992,7.869,W (XO),3445
XO-DR1_2360,2MASS J16035121+3009223,2.402633,42.252487,240.9629,30.1557,2453163.84,2453199.66,11.192,10.755,10.699,W (XO),74
XO-DR1_2361,2MASS J16113397+2802555,7.676281,128.417603,242.8897,28.0501,2453169.9,2453199.71,11.47,11.137,11.132,W (XO),54
XO-DR1_2362,2MASS J15502790+3012550,2.515231,138.095886,237.6157,30.2158,2453139.86,2453197.65,11.582,11.259,11.179,W (XO),33
XO-DR1_2363,2MASS J16062341+3209011,2.112515,48.738228,241.597,32.1499,2453148.79,2453199.6,11.727,11.479,11.467,W (XO),33
XO-DR1_2364,2MASS J16051764+2751201,11.410986,116.694916,241.3203,27.857,2453163.85,2453199.67,11.029,10.555,10.451,W (XO),84
XO-DR1_2365,2MASS J16105611+3123259,2.954021,-62.80584,242.7346,31.3902,2453152.98,2453199.8,11.347,10.968,10.894,W (XO),71
XO-DR1_2366,2MASS J15515216+3211182,3.412158,-135.067245,237.9682,32.1891,2453119.01,2453522.88,11.235,10.775,10.752,W (XO),130
XO-DR1_2369,2MASS J15495192+3040469,3.271769,134.322952,237.4656,30.6803,2453139.87,2453523.74,11.724,11.447,11.403,W (XO),100
XO-DR1_2370,2MASS J16023636+3137515,0.767707,-164.008575,240.6516,31.6312,2453120.03,2453198.85,11.505,11.197,11.141,W (XO),74
XO-DR1_2371,2MASS J15553555+3319414,11.867806,-108.205421,238.9019,33.3292,2453120.03,2453522.9,11.758,11.358,11.314,W (XO),105
XO-DR1_2372,2MASS J16155542+3225120,14.652761,-75.877914,243.9856,32.419,2453169.89,2453470.98,11.676,11.389,11.35,W (XO),71
XO-DR1_2374,2MASS J15573984+3155535,2.455662,93.782341,239.4152,31.9316,2453163.85,2453199.67,11.73,11.46,11.396,W (XO),44
XO-DR1_2375,2MASS J15591131+2822577,2.380686,107.967613,239.7964,28.3829,2453163.84,2453199.66,11.387,11.055,11.022,W (XO),71
XO-DR1_2376,2MASS J15430897+3035583,4.280528,174.725021,235.7873,30.6007,2453175.8,2453195.65,11.562,11.194,11.134,W (XO),13
XO-DR1_2377,2MASS J16085704+3123291,2.570216,-121.120598,242.2384,31.3918,2453169.9,2453199.71,11.464,11.157,11.063,W (XO),56
XO-DR1_2378,2MASS J16142976+2831586,3.628325,-130.832718,243.6249,28.5336,2453169.9,2453199.71,10.951,10.508,10.38,W (XO),61
XO-DR1_2379,2MASS J16010598+3245498,1.886951,84.086533,240.2743,32.7638,2453139.9,2453199.72,11.059,10.575,10.486,W (XO),78
XO-DR1_237,2MASS J15475870+3339480,9.406576,-75.255035,236.9976,33.6627,2453080.14,2453566.05,9.06,8.837,8.766,W (XO),3433
XO-DR1_2380,2MASS J16123291+2906115,2.483966,-71.756805,243.1379,29.103,2453169.9,2453199.71,10.558,9.936,9.799,W (XO),65
XO-DR1_2381,2MASS J15553326+3228565,7.442976,39.470329,238.887,32.4808,2453162.83,2453199.65,12.056,11.795,11.747,W (XO),67
XO-DR1_2382,2MASS J16045892+3406370,12.115918,37.472916,241.2431,34.1076,2453081.13,2453566.04,11.581,11.375,11.319,W (XO),1646
XO-DR1_2383,2MASS J16030708+3332271,6.627455,38.236382,240.7782,33.5394,2453169.89,2453199.71,10.739,10.17,10.074,W (XO),61
XO-DR1_2384,2MASS J15533210+3005442,3.356006,-154.7276,238.3842,30.0965,2453169.9,2453199.7,16.081,15.675,15.443,W (XO),34
XO-DR1_2385,2MASS J15554037+2849352,1.665928,4.996003,238.9182,28.826,2453139.86,2453199.68,10.778,10.223,10.092,W (XO),89
XO-DR1_2388,2MASS J16072737+2830100,14.498857,165.661057,241.8629,28.5067,2453169.89,2453199.71,12.254,11.87,11.818,W (XO),61
XO-DR1_2389,2MASS J16143589+3028595,10.995498,-84.871048,243.6531,30.4829,2453169.9,2453199.71,11.052,10.62,10.497,W (XO),58
XO-DR1_238,2MASS J16080549+2936040,1.804425,55.485867,242.0224,29.6008,2453080.14,2453566.05,8.938,8.713,8.612,W (XO),3031
XO-DR1_2390,2MASS J15533663+2812579,3.092602,-135.526276,238.4033,28.2167,2453139.9,2453199.71,11.509,11.214,11.142,W (XO),53
XO-DR1_2392,2MASS J15532139+2922573,1.657897,4.666761,238.3391,29.3821,2453169.9,2453199.71,11.414,11.061,11,W (XO),29
XO-DR1_2394,,,,241.1195,29.9131,2453084.13,2453564.01,,,,W (XO),88
XO-DR1_2395,2MASS J15505167+3111573,2.993809,159.907211,237.715,31.2,2453139.89,2453523.76,11.977,11.767,11.718,W (XO),96
XO-DR1_2396,2MASS J16031528+3259424,2.735435,97.10601,240.8128,32.9952,2453163.85,2453199.67,11.551,11.266,11.161,W (XO),71
XO-DR1_2398,2MASS J16145045+3110121,14.797523,-78.292259,243.7149,31.1692,2453175.81,2453199.62,11.481,11.119,11.053,W (XO),41
XO-DR1_2399,2MASS J16110478+3409299,15.921166,35.531765,242.7668,34.1547,2453169.9,2453198.78,11.128,10.598,10.496,W (XO),30
XO-DR1_239,2MASS J16033019+2838474,5.413325,98.412491,240.8741,28.6467,2453080.14,2453566.05,9.069,8.865,8.784,W (XO),3424
XO-DR1_23,2MASS J15554157+2825074,1.511588,-97.801926,238.9237,28.4188,2453080.14,2453566.05,7.152,6.911,6.86,W (XO),3368
XO-DR1_2400,2MASS J16073360+3002216,1.97271,79.803856,241.8894,30.0392,2453169.9,2453199.71,11.754,11.505,11.485,W (XO),43
XO-DR1_2402,2MASS J16140953+3142093,8.750813,-81.815926,243.5426,31.7023,2453086.12,2453198.94,10.967,10.415,10.331,W (XO),81
XO-DR1_2403,2MASS J15504936+2850040,2.195056,-35.88615,237.7061,28.834,2453175.81,2453194.63,11.63,11.34,11.311,W (XO),15
XO-DR1_2405,2MASS J16130945+3012051,8.31011,-76.674828,243.292,30.2009,2453169.9,2453199.71,11.492,11.204,11.169,W (XO),62
XO-DR1_2406,2MASS J16000353+3359361,8.869144,4.516659,240.0145,33.9909,2453169.9,2453199.71,11.047,10.523,10.434,W (XO),61
XO-DR1_2407,2MASS J15484233+3113289,1.777707,-176.723923,237.1764,31.2252,2453169.9,2453199.71,11.168,10.707,10.602,W (XO),51
XO-DR1_2408,2MASS J15492547+3303386,4.535285,-96.334213,237.3576,33.0609,2453169.9,2453199.71,11.001,10.482,10.402,W (XO),25
XO-DR1_2409,2MASS J16062617+3021193,1.891182,35.43932,241.6087,30.3549,2453162.83,2453199.64,11.444,11.139,11.082,W (XO),67
XO-DR1_240,2MASS J15510497+3237430,2.746951,-138.106445,237.7713,32.6292,2453080.14,2453566.05,9.112,8.922,8.908,W (XO),3429
XO-DR1_2410,2MASS J15510401+2938099,1.319095,-5.035271,237.7668,29.6357,2453175.81,2453195.69,11.219,10.857,10.773,W (XO),19
XO-DR1_2411,2MASS J15513785+3017172,8.35111,-48.338192,237.9097,30.2866,2453163.85,2453199.66,11.76,11.425,11.37,W (XO),53
XO-DR1_2412,2MASS J16032691+3411215,11.939545,26.308577,240.8604,34.1863,2453081.13,2453566.04,11.031,10.558,10.431,W (XO),1412
XO-DR1_2413,2MASS J15461848+3359590,17.327578,95.076065,236.5712,34.0002,2453175.82,2453195.67,12.021,11.528,11.484,W (XO),14
XO-DR1_2415,2MASS J16094198+3229197,1.934811,2.338641,242.4249,32.4883,2453175.83,2453496.95,11.328,10.964,10.866,W (XO),17
XO-DR1_2416,2MASS J16041039+2815160,6.728392,106.729088,241.0413,28.255,2453169.9,2453199.71,10.865,10.316,10.236,W (XO),48
XO-DR1_2417,2MASS J15555862+3336255,4.832915,-60.649906,238.9957,33.6064,2453175.83,2453195.69,11.44,11.102,10.983,W (XO),14
XO-DR1_2418,2MASS J16042988+3114137,2.71935,30.923582,241.1241,31.2365,2453169.91,2453199.72,10.931,10.35,10.245,W (XO),29
XO-DR1_2419,2MASS J15484339+3315539,18.415678,-29.957106,237.1839,33.2606,2453163.85,2453198.69,12.257,11.983,11.945,W (XO),26
XO-DR1_241,2MASS J16090934+2826486,6.466204,109.886696,242.287,28.4475,2453080.14,2453566.05,8.755,8.459,8.376,W (XO),3429
XO-DR1_2420,2MASS J16091118+3128024,13.752095,145.309555,242.2941,31.4705,2453169.9,2453199.71,11.266,10.757,10.624,W (XO),46
XO-DR1_2421,2MASS J16111653+3352307,13.78091,30.715195,242.8165,33.8719,2453120.04,2453199.88,11.592,11.277,11.211,W (XO),93
XO-DR1_2425,,,,241.4109,28.4766,2453139.86,2453523.72,,,,W (XO),78
XO-DR1_2426,2MASS J16103763+3239357,1.648462,59.993008,242.6563,32.6597,2453084.12,2453528.04,11.704,11.42,11.392,W (XO),174
XO-DR1_2427,2MASS J16114305+3036553,8.251474,-43.84753,242.9312,30.6137,2453169.9,2453198.76,11.606,11.283,11.208,W (XO),38
XO-DR1_2429,2MASS J15594480+3131512,3.528312,174.159927,239.9366,31.5319,2453084.12,2453564,10.143,9.437,9.268,W (XO),292
XO-DR1_242,2MASS J16064989+2745232,10.148529,161.799423,241.7069,27.7592,2453080.14,2453566.05,14.284,13.784,13.597,W (XO),3418
XO-DR1_2430,2MASS J15554926+3031405,2.917417,-16.995848,238.9555,30.5271,2453169.9,2453198.74,11.523,11.184,11.129,W (XO),28
