star_id,tmass_id,tmass_distance,tmass_angle,ra,dec,start_time,end_time,jmag,hmag,kmag,lcfilter,npts
XO-DR1_1402,2MASS J15563781+3031052,1.659255,129.472336,239.1572,30.5184,2453080.14,2453566.05,10.973,10.678,10.615,W (XO),2650
XO-DR1_1403,2MASS J15470113+3010131,3.101474,41.322952,236.7541,30.1697,2453080.14,2453566.05,11.283,11.069,11.009,W (XO),2582
XO-DR1_1404,2MASS J16043652+2811056,7.82896,114.56208,241.1499,28.1858,2453080.14,2453566.05,10.863,10.601,10.554,W (XO),2268
XO-DR1_1405,2MASS J16135807+3111221,10.581447,-83.984207,243.4954,31.1892,2453080.14,2453566.05,10.661,10.364,10.269,W (XO),2666
XO-DR1_1406,2MASS J15461942+3239574,3.957443,-164.635117,236.5813,32.667,2453080.14,2453566.05,10.742,10.387,10.339,W (XO),2565
XO-DR1_1407,2MASS J15444004+3031003,19.705267,111.688622,236.1609,30.5188,2453080.14,2453566.05,11.434,11.17,11.152,W (XO),2333
XO-DR1_1408,2MASS J15574592+3305350,1.342393,-15.107058,239.4415,33.0927,2453080.14,2453566.05,10.943,10.724,10.635,W (XO),2626
XO-DR1_1409,2MASS J16081897+3202368,1.03526,17.673969,242.079,32.0433,2453080.14,2453566.05,10.839,10.513,10.456,W (XO),2581
XO-DR1_140,2MASS J16132950+3134274,9.489259,-83.332748,243.376,31.574,2453080.14,2453566.05,8.603,8.408,8.378,W (XO),3446
XO-DR1_1410,2MASS J16094571+3006459,2.309365,-32.002369,242.4409,30.1122,2453080.14,2453566.05,10.833,10.535,10.47,W (XO),2651
XO-DR1_1411,2MASS J16080662+3238185,2.344563,25.667978,242.0273,32.6379,2453080.14,2453566.05,10.851,10.548,10.508,W (XO),2650
XO-DR1_1412,2MASS J15454094+2955487,3.793935,46.905899,236.4197,29.9295,2453080.14,2453566.05,10.673,10.243,10.167,W (XO),2569
XO-DR1_1413,2MASS J15461779+2922106,3.46463,82.956947,236.5731,29.3695,2453080.14,2453566.05,11.095,10.9,10.82,W (XO),2575
XO-DR1_1415,2MASS J15473347+2859052,2.659783,-29.975771,236.8899,28.9842,2453080.14,2453566.05,10.677,10.317,10.25,W (XO),2553
XO-DR1_1418,2MASS J15464013+3011465,2.683414,59.884037,236.6665,30.1959,2453080.14,2453566.05,10.125,9.479,9.406,W (XO),2472
XO-DR1_1419,2MASS J15455333+2732397,15.28099,-107.210281,236.4768,27.5456,2453080.14,2453566.04,11.072,10.839,10.807,W (XO),2248
XO-DR1_141,2MASS J15502458+3144181,1.950247,162.268524,237.6023,31.7389,2453080.14,2453566.05,8.648,8.431,8.343,W (XO),3430
XO-DR1_1420,2MASS J15451145+3337582,8.713637,-83.094093,236.3006,33.6326,2453080.14,2453566.05,9.888,9.275,9.157,W (XO),2549
XO-DR1_1422,2MASS J16143303+3405234,8.146202,64.784409,243.6352,34.0889,2453080.14,2453566.05,12.992,12.672,12.59,W (XO),2643
XO-DR1_1423,2MASS J16070467+2842517,4.078138,70.292557,241.7683,28.714,2453080.14,2453566.05,10.852,10.505,10.452,W (XO),2614
XO-DR1_1424,,,,239.1118,28.6311,2453080.14,2453566.04,,,,W (XO),2129
XO-DR1_1426,2MASS J16123102+3248177,4.076805,-44.479359,243.1302,32.8041,2453080.14,2453566.05,10.914,10.668,10.606,W (XO),2625
XO-DR1_1427,2MASS J15581596+3138280,0.932903,-178.117325,239.5665,31.6414,2453080.14,2453566.05,10.89,10.587,10.538,W (XO),2610
XO-DR1_1428,2MASS J15560675+3414424,16.913607,-159.267532,239.0301,34.2495,2453080.14,2453566.05,11.728,11.414,11.368,W (XO),2590
XO-DR1_1429,2MASS J16040838+3243568,2.44397,70.554825,241.0342,32.7322,2453080.14,2453566.05,9.949,9.327,9.216,W (XO),2619
XO-DR1_142,2MASS J16131479+2825248,2.465077,165.19165,243.3114,28.4242,2453080.14,2453566.05,8.589,8.353,8.319,W (XO),3429
XO-DR1_1430,2MASS J15570573+2907238,5.758865,79.409187,239.2721,29.123,2453080.14,2453566.05,11.087,10.789,10.786,W (XO),2575
XO-DR1_1431,2MASS J15444359+2834310,1.167768,-79.340637,236.182,28.5752,2453080.14,2453566.05,10.989,10.741,10.673,W (XO),2237
XO-DR1_1432,2MASS J16085149+3229508,1.553921,69.381508,242.2141,32.4973,2453080.14,2453566.05,10.95,10.671,10.621,W (XO),2616
XO-DR1_1434,2MASS J16065064+2726283,7.972531,110.125198,241.7087,27.442,2453080.14,2453564.92,12.975,12.416,12.283,W (XO),1399
XO-DR1_1435,2MASS J15474214+3340323,8.74012,-72.673767,236.9284,33.6749,2453080.14,2453566.05,11.037,10.766,10.734,W (XO),2549
XO-DR1_1436,2MASS J15445888+2747223,10.870984,-110.367081,236.2486,27.7906,2453080.14,2453566.05,10.962,10.672,10.6,W (XO),2490
XO-DR1_1439,2MASS J16134496+3108587,10.798825,141.728012,243.4352,31.152,2453080.14,2453566.05,15.817,15.239,15.336,W (XO),2065
XO-DR1_143,2MASS J15473640+3313358,5.998425,-93.57798,236.9037,33.2267,2453080.14,2453566.05,7.849,7.306,7.193,W (XO),3433
XO-DR1_1440,2MASS J15441125+3347238,12.214114,-75.367897,236.0508,33.7891,2453080.14,2453566.05,10.859,10.601,10.516,W (XO),2510
XO-DR1_1441,,,,239.9995,31.5158,2453080.14,2453566.04,,,,W (XO),1523
XO-DR1_1442,2MASS J16022276+2950523,3.28921,67.611443,240.5939,29.8475,2453081.13,2453566.04,10.734,10.335,10.291,W (XO),2440
XO-DR1_1443,2MASS J15555364+2948387,16.775446,3.106079,238.9733,29.8061,2453080.14,2453566.04,16.612,16.522,16.35,W (XO),2183
XO-DR1_1444,2MASS J15543405+2940400,8.429454,-108.551659,238.6444,29.6786,2453080.14,2453566.05,11.479,11.15,11.07,W (XO),2525
XO-DR1_1446,2MASS J16040331+3256003,4.110112,124.947586,241.0127,32.9341,2453080.14,2453566.05,10.79,10.512,10.447,W (XO),2530
XO-DR1_1447,2MASS J16064029+3257294,4.374523,58.439449,241.6667,32.9575,2453080.14,2453566.05,10.271,9.752,9.617,W (XO),2628
XO-DR1_144,2MASS J15490489+3338066,8.119072,-76.146004,237.273,33.6346,2453080.14,2453566.05,8.695,8.492,8.463,W (XO),3359
XO-DR1_1450,2MASS J15492028+2804107,6.760751,-95.070641,237.3366,28.0698,2453081.13,2453566.04,10.517,10.004,9.914,W (XO),2340
XO-DR1_1452,2MASS J15514268+3350306,9.460294,-64.095665,237.9307,33.8407,2453080.14,2453566.05,10.503,10.064,9.952,W (XO),2567
XO-DR1_1455,2MASS J16013806+3250374,3.285595,56.705315,240.4077,32.8432,2453080.14,2453566.05,10.65,10.259,10.136,W (XO),2583
XO-DR1_1456,2MASS J15431824+3339094,9.818027,-85.456444,235.8293,33.6524,2453080.14,2453566.05,11.118,10.912,10.873,W (XO),2490
XO-DR1_1457,2MASS J16134213+3213122,7.36219,-81.223862,243.428,32.2197,2453080.14,2453566.05,10.511,10.045,9.964,W (XO),2610
XO-DR1_1458,2MASS J16152434+3251578,11.250796,-46.277977,243.8541,32.8639,2453080.14,2453566.05,10.678,10.251,10.161,W (XO),2656
XO-DR1_145,2MASS J16080990+3228418,1.810297,47.147648,242.0409,32.478,2453080.14,2453566.05,8.564,8.326,8.297,W (XO),2802
XO-DR1_1461,2MASS J16095672+2921320,1.107617,26.22596,242.4862,29.3586,2453080.14,2453566.05,11.015,10.758,10.705,W (XO),2598
XO-DR1_1463,2MASS J15593196+3148390,2.023416,24.854521,239.8829,31.8103,2453080.14,2453566.05,10.929,10.601,10.548,W (XO),2536
XO-DR1_1464,2MASS J16034574+3029410,2.203981,82.86879,240.9399,30.4947,2453080.14,2453566.05,10.754,10.377,10.299,W (XO),2591
XO-DR1_1465,2MASS J15450907+2848246,2.54869,-50.007736,236.2885,28.8064,2453080.14,2453566.05,10.524,10.083,9.99,W (XO),2485
XO-DR1_1466,2MASS J15560031+3227386,1.141935,9.338076,239.0012,32.4604,2453080.14,2453566.05,10.388,9.87,9.77,W (XO),2583
XO-DR1_1468,2MASS J15480999+2851473,2.688598,-35.235928,237.0421,28.8625,2453080.14,2453566.05,10.383,9.893,9.765,W (XO),2498
XO-DR1_1469,2MASS J15462951+2936324,2.673187,39.738445,236.6224,29.6084,2453080.14,2453566.05,10.827,10.517,10.439,W (XO),2517
XO-DR1_146,2MASS J15580848+3301436,0.863716,26.346399,239.5352,33.0286,2453080.14,2453566.05,8.58,8.399,8.347,W (XO),3433
XO-DR1_1470,2MASS J16055761+3131076,5.525974,-13.750401,241.4905,31.5173,2453080.14,2453566.05,11.861,11.596,11.569,W (XO),2550
XO-DR1_1471,2MASS J16033849+3116481,12.722345,-164.716232,240.9115,31.2834,2453080.14,2453566.05,13.332,12.964,12.897,W (XO),2365
XO-DR1_1472,2MASS J16095708+3023091,5.780893,-118.815796,242.4895,30.3866,2453080.14,2453566.05,10.926,10.606,10.516,W (XO),2552
XO-DR1_1474,2MASS J16113616+3147141,13.36057,-135.54184,242.9038,31.7899,2453080.14,2453566.05,11.425,11.197,11.129,W (XO),2074
XO-DR1_1475,2MASS J16041160+3303465,5.63112,27.057196,241.0475,33.0615,2453080.14,2453566.05,10.385,9.856,9.754,W (XO),2574
XO-DR1_1476,2MASS J15571322+3203227,1.097782,144.095413,239.3049,32.0566,2453080.14,2453566.05,10.977,10.733,10.705,W (XO),2614
XO-DR1_1477,2MASS J16104743+3152298,3.891016,-74.930595,242.6989,31.8747,2453080.14,2453566.05,11.057,10.785,10.738,W (XO),2558
XO-DR1_1478,,,,238.1915,31.2495,2453080.14,2453566.05,,,,W (XO),2598
XO-DR1_1479,2MASS J16022290+3317096,3.908176,34.469505,240.5947,33.2851,2453081.13,2453566.04,11.201,10.963,10.912,W (XO),2361
XO-DR1_147,2MASS J16120750+3302488,4.534714,-1.83042,243.0313,33.0457,2453080.14,2453566.05,8.522,8.267,8.217,W (XO),3445
XO-DR1_1480,2MASS J15442734+3027146,8.128767,88.14666,236.1113,30.454,2453080.14,2453566.05,10.606,10.138,10.042,W (XO),2462
XO-DR1_1482,2MASS J15513520+3331277,5.92518,-44.793247,237.8981,33.5232,2453080.14,2453566.05,10.285,9.761,9.62,W (XO),2548
XO-DR1_1484,2MASS J16142800+3031448,12.490304,-83.012779,243.6207,30.5287,2453080.14,2453566.05,11.086,10.897,10.816,W (XO),2635
XO-DR1_1485,2MASS J15473150+3053057,3.369981,119.43222,236.8803,30.8854,2453080.14,2453566.05,10.475,9.947,9.856,W (XO),2488
XO-DR1_1486,2MASS J15502661+2817121,19.037983,-9.420823,237.6119,28.2815,2453080.14,2453565.05,11.145,10.674,10.633,W (XO),1429
XO-DR1_1487,2MASS J16022804+2913317,3.668169,80.338501,240.6157,29.2253,2453080.14,2453566.05,11.027,10.783,10.743,W (XO),2539
XO-DR1_1488,2MASS J15450450+2930156,3.297093,40.540722,236.2681,29.5037,2453080.14,2453566.05,10.845,10.539,10.465,W (XO),2459
XO-DR1_1489,2MASS J16094947+3056503,2.681761,-35.955872,242.4567,30.9467,2453080.14,2453566.05,11.121,10.813,10.742,W (XO),2520
XO-DR1_148,2MASS J15572026+3005087,3.261159,20.229122,239.3341,30.0849,2453080.14,2453566.05,8.317,8.027,7.854,W (XO),3425
XO-DR1_1490,2MASS J15553708+3325158,4.746473,-41.465061,238.9056,33.4201,2453080.14,2453566.05,10.421,9.912,9.827,W (XO),2549
XO-DR1_1493,,,,236.6033,32.8361,2453080.14,2453566.04,,,,W (XO),1537
XO-DR1_1494,2MASS J15544700+3029358,1.205876,62.243053,238.6955,30.4931,2453080.14,2453566.05,10.919,10.633,10.571,W (XO),2568
XO-DR1_1495,2MASS J15501196+2742211,9.501007,-104.728279,237.5527,27.7066,2453080.14,2453566.05,10.347,9.803,9.708,W (XO),2529
XO-DR1_1496,2MASS J15460273+2954055,3.705876,51.62928,236.5105,29.9009,2453080.14,2453566.05,10.773,10.435,10.359,W (XO),2473
XO-DR1_1497,2MASS J15523660+2938119,1.704834,10.255217,238.1524,29.6362,2453080.14,2453566.05,10.871,10.622,10.568,W (XO),2531
XO-DR1_1498,,,,236.4143,31.0884,2453080.14,2453566.05,,,,W (XO),2277
XO-DR1_1499,2MASS J15433031+2841344,2.746941,-35.005856,235.8768,28.6923,2453080.14,2453566.05,10.923,10.656,10.587,W (XO),2437
XO-DR1_149,2MASS J16065254+3027262,1.28969,19.832434,241.7188,30.4569,2453080.14,2453566.05,8.616,8.443,8.332,W (XO),3431
XO-DR1_14,2MASS J16054043+3055011,1.954733,64.237572,241.4179,30.9168,2453080.14,2453566.05,4.123,3.277,2.971,W (XO),3195
XO-DR1_1500,2MASS J16135297+3413540,17.843964,33.168526,243.4675,34.2275,2453080.14,2453566.05,10.391,9.883,9.767,W (XO),2494
XO-DR1_1502,2MASS J16002001+3342410,7.202565,21.538616,240.0825,33.7096,2453080.14,2453566.05,10.441,9.956,9.821,W (XO),2506
XO-DR1_1503,2MASS J15551384+3308411,1.990867,-65.081642,238.8083,33.1445,2453080.14,2453566.05,10.325,9.827,9.711,W (XO),2520
XO-DR1_1505,2MASS J15545755+2843125,0.921937,-1.569829,238.7398,28.7199,2453080.14,2453566.05,10.738,10.389,10.319,W (XO),2505
XO-DR1_1506,2MASS J16024369+3306497,4.466326,50.747482,240.6809,33.113,2453080.14,2453566.05,10.772,10.439,10.362,W (XO),2529
XO-DR1_1507,2MASS J16100283+3051415,3.181271,-79.436378,242.5128,30.8614,2453080.14,2453566.05,10.273,9.775,9.617,W (XO),2505
XO-DR1_1508,2MASS J15444580+2949277,4.381738,60.410568,236.1896,29.8238,2453080.14,2453566.05,11.122,10.893,10.834,W (XO),2441
XO-DR1_1509,2MASS J15494368+2952208,1.15361,52.966114,237.4317,29.8723,2453080.14,2453566.05,10.599,10.179,10.117,W (XO),2577
XO-DR1_150,2MASS J16053380+2932583,3.495654,65.413696,241.3898,29.5491,2453080.14,2453566.05,7.242,6.545,6.38,W (XO),3429
XO-DR1_1510,2MASS J16021279+3011263,2.417953,90.682266,240.5525,30.1907,2453080.14,2453566.05,10.917,10.619,10.58,W (XO),2514
XO-DR1_1512,2MASS J16131503+2856103,5.084479,-28.17522,243.3134,28.935,2453080.14,2453566.05,10.996,10.712,10.652,W (XO),2512
XO-DR1_1513,2MASS J15432134+3359485,14.296121,-69.108917,235.8434,33.9954,2453080.14,2453566.05,10.393,9.913,9.794,W (XO),2387
XO-DR1_1514,2MASS J15513524+3123292,3.823649,170.983353,237.8966,31.3925,2453080.14,2453566.05,11.131,10.86,10.837,W (XO),2510
XO-DR1_1515,2MASS J16010501+2728190,13.532002,129.48053,240.2676,27.4744,2453080.14,2453564.92,10.803,10.461,10.403,W (XO),1427
XO-DR1_1516,2MASS J15583142+3238391,1.811169,82.231888,239.6303,32.6442,2453080.14,2453566.05,10.656,10.185,10.097,W (XO),2417
XO-DR1_1517,2MASS J15520489+2829581,3.197662,-81.649094,238.0214,28.4994,2453080.14,2453566.05,11.11,10.877,10.839,W (XO),2490
XO-DR1_1518,2MASS J16084854+3058598,10.492808,39.096897,242.2001,30.981,2453080.14,2453566.05,11.651,11.503,11.464,W (XO),2523
XO-DR1_1519,2MASS J15530731+2945488,1.157526,-153.200714,238.2806,29.7639,2453080.14,2453566.05,10.614,10.104,9.987,W (XO),2446
XO-DR1_151,2MASS J15505874+3130037,1.548004,-179.886383,237.7448,31.5015,2453080.14,2453566.05,5.084,4.216,3.919,W (XO),3429
XO-DR1_1520,2MASS J16083102+2731194,15.714766,128.727417,242.1254,27.5248,2453080.14,2453566.04,10.979,10.682,10.642,W (XO),2032
XO-DR1_1521,2MASS J15485435+3107350,1.915135,133.471359,237.226,31.1268,2453080.14,2453566.05,10.205,9.637,9.492,W (XO),2502
XO-DR1_1522,2MASS J15502078+3105040,1.536141,133.736435,237.5862,31.0847,2453080.14,2453566.05,10.208,9.69,9.551,W (XO),1808
XO-DR1_1523,2MASS J16104679+3206161,5.429148,-76.07164,242.6967,32.1041,2453080.14,2453566.05,10.878,10.578,10.477,W (XO),2509
XO-DR1_1524,2MASS J15493888+3122471,2.5565,142.184113,237.4115,31.3803,2453080.14,2453566.05,11.055,10.782,10.725,W (XO),2479
XO-DR1_1525,2MASS J15471552+3019546,2.945325,70.95253,236.8138,30.3316,2453080.14,2453566.05,10.848,10.508,10.42,W (XO),2429
XO-DR1_1526,2MASS J15514532+3140402,1.945383,159.150665,237.9386,31.6783,2453080.14,2453566.05,11.053,10.824,10.754,W (XO),2535
XO-DR1_1527,,,,241.4769,30.3342,2453080.14,2453566.03,,,,W (XO),1772
XO-DR1_1528,2MASS J15451037+2840266,12.218836,82.226936,236.2894,28.6736,2453080.14,2453566.05,11.803,11.719,11.701,W (XO),1755
XO-DR1_1529,2MASS J15460578+2800083,7.532471,-71.323631,236.5263,28.0016,2453080.14,2453566.05,10.026,9.353,9.214,W (XO),2393
XO-DR1_152,2MASS J15462067+3125029,3.427388,122.105515,236.5852,31.418,2453080.14,2453566.05,7.623,7.069,6.927,W (XO),3365
XO-DR1_1531,2MASS J15493319+3358006,10.484782,-63.620491,237.3915,33.9656,2453080.14,2453566.05,10.843,10.53,10.467,W (XO),2514
XO-DR1_1532,2MASS J16115806+3056126,10.270704,-67.863609,242.995,30.9358,2453080.14,2453566.05,10.576,10.081,9.955,W (XO),2453
XO-DR1_1533,2MASS J16081267+3102556,13.255743,126.070038,242.0493,31.051,2453080.14,2453566.05,16.824,15.99,16.804,W (XO),2131
XO-DR1_1534,2MASS J15473438+2823028,5.639732,-83.438591,236.895,28.3839,2453080.14,2453566.05,11.026,10.742,10.667,W (XO),2416
XO-DR1_1537,2MASS J15570433+2923038,2.038295,24.551994,239.2678,29.3839,2453080.14,2453566.05,10.228,9.68,9.561,W (XO),2489
XO-DR1_1538,2MASS J16111652+2839290,1.861867,130.2258,242.8184,28.6584,2453080.14,2453566.05,10.497,10.02,9.92,W (XO),2453
XO-DR1_1539,2MASS J16141518+2941002,8.856119,-83.252724,243.5661,29.6831,2453080.14,2453566.05,11.104,10.836,10.752,W (XO),2506
XO-DR1_153,2MASS J15541150+2925132,1.709201,20.400387,238.5477,29.4199,2453080.14,2453566.05,8.005,7.569,7.492,W (XO),3426
XO-DR1_1540,2MASS J15431315+3153276,3.866173,139.943085,235.804,31.8918,2453080.14,2453566.05,10.522,10.017,9.941,W (XO),2369
XO-DR1_1542,2MASS J15432894+2958440,5.778381,68.241257,235.8689,29.9783,2453080.14,2453566.05,11.035,10.8,10.733,W (XO),2374
XO-DR1_1543,2MASS J15592661+3213259,1.759262,114.415665,239.8604,32.2241,2453080.14,2453566.05,10.951,10.635,10.58,W (XO),2469
XO-DR1_1544,,,,237.0311,29.5524,2453080.14,2453566.05,,,,W (XO),2262
XO-DR1_1545,2MASS J16051294+3205103,2.621329,110.499603,241.3031,32.0865,2453080.14,2453566.05,10.178,9.625,9.486,W (XO),2499
XO-DR1_1546,2MASS J15520029+3134226,1.897617,162.601593,238.001,31.5735,2453080.14,2453566.05,11.009,10.699,10.603,W (XO),2471
XO-DR1_1547,2MASS J15501439+3126238,2.242294,151.619934,237.5596,31.4405,2453080.14,2453565.05,10.344,9.778,9.691,W (XO),1571
XO-DR1_1548,2MASS J16135457+2736093,11.422077,137.734314,243.475,27.6049,2453080.14,2453566.05,10.793,10.502,10.399,W (XO),2444
XO-DR1_154,2MASS J15573925+3133087,1.724982,133.034698,239.4132,31.5528,2453080.14,2453566.05,7.786,7.255,7.123,W (XO),3430
XO-DR1_1551,2MASS J16021448+3351133,9.113161,29.69422,240.5588,33.8515,2453080.14,2453566.05,10.858,10.54,10.481,W (XO),2483
XO-DR1_1552,2MASS J16095969+3006508,2.476013,-41.514675,242.4992,30.1136,2453080.14,2453566.05,10.938,10.611,10.529,W (XO),2432
XO-DR1_1553,2MASS J15475280+3230099,8.692929,70.324089,236.9673,32.502,2453080.14,2453566.05,11.129,10.605,10.512,W (XO),2409
XO-DR1_1555,2MASS J16071414+3336261,11.661064,12.774886,241.8081,33.6041,2453080.14,2453566.05,11.056,10.691,10.624,W (XO),2424
XO-DR1_1559,2MASS J15585387+3237079,0.175167,99.460434,239.7244,32.6189,2453080.14,2453566.05,10.321,9.722,9.624,W (XO),2430
XO-DR1_155,2MASS J15511862+3016595,1.55449,70.378601,237.8271,30.2831,2453080.14,2453566.05,7.422,6.755,6.614,W (XO),3425
XO-DR1_1560,2MASS J15592248+3015299,9.712154,-9.081777,239.8442,30.2557,2453080.14,2453566.05,13.642,12.967,12.866,W (XO),2442
XO-DR1_1561,2MASS J16105659+2926335,1.39533,-55.774586,242.7362,29.4424,2453080.14,2453566.05,11.016,10.783,10.724,W (XO),2445
XO-DR1_1562,,,,237.2575,29.3055,2453080.14,2453566.05,,,,W (XO),2217
XO-DR1_1563,2MASS J15515556+3158444,1.573994,-153.125443,237.9817,31.9794,2453080.14,2453566.05,10.292,9.73,9.63,W (XO),2414
XO-DR1_1564,2MASS J15445961+3111159,10.032326,-37.122417,236.2504,31.1855,2453080.14,2453566.05,15.208,14.54,14.517,W (XO),1993
XO-DR1_1565,2MASS J15520828+3342057,15.449518,55.397522,238.0303,33.6992,2453080.14,2453566.05,16.966,15.913,15.414,W (XO),2267
XO-DR1_1566,2MASS J16054752+3032558,5.188187,38.555008,241.447,30.5477,2453080.14,2453566.05,11.209,10.905,10.851,W (XO),2412
XO-DR1_1567,2MASS J15582880+3231535,6.283164,153.799316,239.6191,32.5331,2453080.14,2453566.05,11.048,10.693,10.614,W (XO),2429
XO-DR1_1568,2MASS J15522070+3353531,9.89208,-57.952793,238.0891,33.8966,2453080.14,2453566.05,10.995,10.743,10.636,W (XO),2449
XO-DR1_1569,2MASS J15594590+2917035,2.596119,46.324638,239.9407,29.2838,2453080.14,2453566.05,11.134,10.893,10.823,W (XO),1664
XO-DR1_156,2MASS J15535841+2754207,4.34251,142.97171,238.4926,27.9067,2453080.14,2453566.05,14.816,11.448,11.474,W (XO),3424
XO-DR1_1571,2MASS J15460939+2908489,1.950492,-9.089296,236.5393,29.1464,2453080.14,2453566.05,10.638,10.237,10.134,W (XO),2367
XO-DR1_1572,2MASS J16110288+2754026,10.019076,126.513817,242.7595,27.9024,2453080.14,2453566.05,10.145,9.486,9.355,W (XO),2164
XO-DR1_1573,2MASS J15463068+3218289,4.429875,-167.424133,236.6282,32.3092,2453080.14,2453566.05,11.17,10.939,10.911,W (XO),2394
XO-DR1_1574,2MASS J15430827+3224287,4.283962,161.42482,235.784,32.4091,2453080.14,2453566.05,10.841,10.476,10.417,W (XO),2335
XO-DR1_1575,2MASS J15463862+3037284,3.932425,93.51619,236.6597,30.6246,2453080.14,2453566.05,11.008,10.569,10.514,W (XO),2357
XO-DR1_1578,2MASS J16060877+3223169,1.20624,134.296112,241.5363,32.3883,2453080.14,2453566.05,11.013,10.671,10.569,W (XO),2385
XO-DR1_1579,2MASS J16115864+3238441,5.083409,-61.950016,242.9958,32.6449,2453080.14,2453566.05,10.142,9.576,9.406,W (XO),2442
XO-DR1_157,2MASS J15494506+3117277,2.465607,149.315491,237.4374,31.2916,2453080.14,2453566.05,8.708,8.427,8.396,W (XO),3431
XO-DR1_1580,2MASS J16085557+3105379,7.467404,-44.871941,242.2333,31.0924,2453080.14,2453566.05,10.724,10.314,10.199,W (XO),2387
XO-DR1_1581,,,,235.914,30.0287,2453081.13,2453566.04,,,,W (XO),2073
XO-DR1_1582,2MASS J15535603+2812531,3.082224,-106.418388,238.4844,28.215,2453080.14,2453566.05,11.061,10.861,10.74,W (XO),2397
XO-DR1_1583,2MASS J16071902+3106494,2.163241,83.981712,241.8286,31.1137,2453081.13,2453566.04,11.495,11.16,11.105,W (XO),2380
XO-DR1_1584,2MASS J15494890+3302223,4.302386,-115.101562,237.455,33.0401,2453081.13,2453566.04,10.849,10.469,10.379,W (XO),2381
XO-DR1_1585,2MASS J16013574+3023041,0.453893,48.224228,240.3988,30.3844,2453080.14,2453566.05,11.076,10.768,10.699,W (XO),2399
XO-DR1_1586,2MASS J16085209+2855070,4.120134,86.442947,242.2158,28.9186,2453080.14,2453566.05,10.484,9.989,9.933,W (XO),2425
XO-DR1_1587,2MASS J15485059+3421116,17.208786,-67.411674,237.2161,34.3514,2453080.14,2453566.05,10.945,10.581,10.527,W (XO),2064
XO-DR1_1588,2MASS J16020505+3057057,17.512506,125.096474,240.5164,30.9544,2453080.14,2453566.05,11.525,11.245,11.168,W (XO),2408
XO-DR1_1589,2MASS J16000416+2757229,6.182863,142.52417,240.0162,27.9578,2453080.14,2453566.05,10.957,10.654,10.591,W (XO),2422
XO-DR1_158,2MASS J16141451+3014173,11.396077,-82.64859,243.5641,30.2378,2453080.14,2453566.05,8.928,8.807,8.761,W (XO),3439
XO-DR1_1590,2MASS J16024566+3058576,5.168948,46.957432,240.6891,30.9817,2453080.14,2453566.05,11.064,10.702,10.624,W (XO),2301
XO-DR1_1591,2MASS J15573438+2958180,1.233408,66.247353,239.3929,29.9715,2453080.14,2453566.05,10.226,9.642,9.536,W (XO),2402
XO-DR1_1593,2MASS J16140632+2936558,8.829185,-27.622858,243.5277,29.6133,2453080.15,2453566.05,16.503,15.726,15.159,W (XO),1969
XO-DR1_1594,2MASS J16153419+3055459,13.71048,-150.35553,243.8947,30.9327,2453081.13,2453566.04,10.924,10.384,10.284,W (XO),1950
XO-DR1_1595,2MASS J16053734+3242309,0.89616,-62.74482,241.4059,32.7085,2453080.14,2453566.05,11.162,10.858,10.794,W (XO),2410
XO-DR1_1596,2MASS J16110705+3002427,2.971872,-79.601334,242.7803,30.0451,2453080.14,2453566.05,11.5,11.353,11.293,W (XO),2376
XO-DR1_1597,2MASS J15515319+3320447,3.452854,-47.982128,237.9725,33.3451,2453080.14,2453566.05,10.575,10.042,9.961,W (XO),2441
XO-DR1_1598,2MASS J15544566+3122389,1.595762,139.091095,238.6899,31.3778,2453080.14,2453566.05,11.029,10.724,10.658,W (XO),2393
XO-DR1_159,2MASS J16080616+3330337,8.299211,40.728241,242.0239,33.5076,2453080.14,2453566.05,7.57,6.907,6.771,W (XO),3439
XO-DR1_15,2MASS J15450745+2828117,4.620961,-68.760483,236.2824,28.4695,2453080.14,2453566.05,6.961,6.703,6.613,W (XO),3363
XO-DR1_1600,2MASS J15450591+2844400,2.371609,-56.978844,236.2753,28.7441,2453080.14,2453566.05,10.324,9.741,9.644,W (XO),2289
XO-DR1_1601,2MASS J16072714+3341408,9.711244,41.798504,241.861,33.6927,2453080.14,2453566.05,10.455,9.946,9.835,W (XO),2424
XO-DR1_1602,2MASS J16135939+3024533,5.766932,158.261017,243.4968,30.4163,2453080.14,2453566.05,16.536,14.952,14.663,W (XO),2326
XO-DR1_1603,2MASS J15523274+3042142,1.252802,70.70327,238.1361,30.7038,2453080.14,2453566.05,10.741,10.35,10.272,W (XO),2435
XO-DR1_1604,2MASS J16022849+3017115,1.038881,83.433601,240.6184,30.2865,2453080.14,2453566.05,10.705,10.253,10.19,W (XO),2396
XO-DR1_1605,2MASS J16131098+2934142,5.406676,-82.500786,243.2975,29.5704,2453080.14,2453566.05,10.869,10.598,10.529,W (XO),2391
XO-DR1_1606,2MASS J16061923+3153098,3.312792,-20.131285,241.5805,31.8852,2453080.14,2453566.05,11.072,10.675,10.612,W (XO),2395
XO-DR1_1607,2MASS J16104896+3106298,5.018384,-87.861786,242.7056,31.1082,2453080.14,2453566.05,10.825,10.475,10.386,W (XO),2401
XO-DR1_1608,2MASS J15513965+2802533,6.392985,-101.465179,237.9172,28.0485,2453080.14,2453566.05,10.443,9.969,9.852,W (XO),2411
XO-DR1_1609,2MASS J15474401+2741519,12.410873,45.016415,236.9307,27.6953,2453081.13,2453566.04,11.208,10.644,10.515,W (XO),2309
